Height (cm),Weight (kg),Calorie Intake,Exercise Weekly,Job,Body Type,Food Plan,Diet Explanation,Workout,Workout Info
143.31,53.92,2021,5,Mechanic,Underweight,Keto Diet,"The keto diet is a low carb, high fat diet that aims to induce ketosis, a metabolic state where the body burns fat for fuel. Indian keto-friendly foods may include paneer bhurji (scrambled cottage cheese), cauliflower rice, butter chicken without rice, coconut-based curries, and nuts.",Pilates,"Pilates focuses on core strength, flexibility, and body awareness. It involves controlled movements and specific breathing patterns. Equipment: Pilates reformer, Pilates mat, resistance bands."
140.98,50.69,2271,6,Accountant,Underweight,Keto Diet,"The keto diet is a low carb, high fat diet that aims to induce ketosis, a metabolic state where the body burns fat for fuel. Indian keto-friendly foods may include paneer bhurji (scrambled cottage cheese), cauliflower rice, butter chicken without rice, coconut-based curries, and nuts.",Pilates,"Pilates focuses on core strength, flexibility, and body awareness. It involves controlled movements and specific breathing patterns. Equipment: Pilates reformer, Pilates mat, resistance bands."
152.5,91.35,2988,0,Artist,Underweight,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Yoga,"Yoga combines physical postures, breathing exercises, and meditation to improve flexibility, strength, and mental well-being. Equipment: Yoga mat, yoga blocks, yoga strap."
150.24,92.91,1929,3,Construction Worker,Overweight,Keto Diet,"The keto diet is a low carb, high fat diet that aims to induce ketosis, a metabolic state where the body burns fat for fuel. Indian keto-friendly foods may include paneer bhurji (scrambled cottage cheese), cauliflower rice, butter chicken without rice, coconut-based curries, and nuts.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
161.47,47.87,2362,3,Accountant,Normal,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Yoga,"Yoga combines physical postures, breathing exercises, and meditation to improve flexibility, strength, and mental well-being. Equipment: Yoga mat, yoga blocks, yoga strap."
146.89,93.62,2358,0,Lawyer,Underweight,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Pilates,"Pilates focuses on core strength, flexibility, and body awareness. It involves controlled movements and specific breathing patterns. Equipment: Pilates reformer, Pilates mat, resistance bands."
177.8,60.42,1379,0,Doctor,Underweight,Balanced Diet,"A balanced diet includes a variety of foods from all food groups, such as grains, proteins, fruits, vegetables, and dairy. For example, a typical Indian balanced diet may include roti (whole wheat bread), dal (lentils), sabzi (vegetable curry), rice, yogurt, and salad.",Gym Workouts,"Gym workouts typically include a combination of cardio and strength exercises using various gym equipment. Examples include treadmill running, stationary bike cycling, weightlifting, and using machines such as the leg press, chest press, and lat pulldown. Equipment: Treadmill, stationary bike, rowing machine, elliptical machine, leg press machine, chest press machine, lat pulldown machine, free weights, resistance machines."
192.33,105.18,2013,7,Dentist,Normal,Keto Diet,"The keto diet is a low carb, high fat diet that aims to induce ketosis, a metabolic state where the body burns fat for fuel. Indian keto-friendly foods may include paneer bhurji (scrambled cottage cheese), cauliflower rice, butter chicken without rice, coconut-based curries, and nuts.",HIIT,"High-Intensity Interval Training alternates between short bursts of intense exercise and brief rest periods to maximize calorie burn and improve cardiovascular fitness. Examples include burpees, sprinting, and jump squats. Equipment: None (bodyweight exercises), or optional weights for added resistance."
167.96,115.36,2369,6,Office Worker,Underweight,Keto Diet,"The keto diet is a low carb, high fat diet that aims to induce ketosis, a metabolic state where the body burns fat for fuel. Indian keto-friendly foods may include paneer bhurji (scrambled cottage cheese), cauliflower rice, butter chicken without rice, coconut-based curries, and nuts.",Cardio,"Cardiovascular exercises aim to elevate your heart rate and improve endurance. Examples include running, cycling, swimming, and jumping rope. Equipment: Treadmill, stationary bike, elliptical machine, jump rope."
198.83,51.65,1955,6,Accountant,Overweight,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
154.92,90.67,2903,2,Lawyer,Underweight,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Yoga,"Yoga combines physical postures, breathing exercises, and meditation to improve flexibility, strength, and mental well-being. Equipment: Yoga mat, yoga blocks, yoga strap."
145.26,87.2,1854,4,Doctor,Overweight,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
